#bodies, #contacts, detection, warmstart, LCPSolve, updateCollections, contactOrdering, singleItPGS, merging, mergingCheckContacts, mergingCheckMotion, mergingCheckViolation, mergingCheckCycle, mergingBuild, unmerging, unmergingCheckContacts, unmergingCheckMotion, unmergingCheckCycle, unmergingBuild, computeTime
136,154,5.66E-04,5.13E-05,0.0090684,0,1.73E-04,0.0033801,1.65E-05,0,0,7.00E-07,0,0,5.80E-06,0,0,0,0,0.0104472
136,157,6.09E-04,5.42E-05,0.00893,0,1.73E-04,0.0033801,1.98E-05,0,0,1.90E-06,0,0,6.20E-06,0,0,0,0,0.0104458
136,141,6.16E-04,6.46E-05,0.0064594,0,1.73E-04,0.0033801,1.39E-05,0,0,5.00E-07,0,0,6.50E-06,0,0,0,0,0.0078887
136,141,3.42E-04,4.36E-05,0.0046889,0,1.73E-04,0.0033801,9.40E-06,0,0,6.00E-07,0,0,4.30E-06,0,0,0,0,0.0055774
136,145,3.60E-04,3.41E-05,0.0068256,0,1.73E-04,0.0033801,1.74E-05,0,0,1.40E-06,0,0,4.10E-06,0,0,0,0,0.0078582
136,146,5.49E-04,7.74E-05,0.0073965,0,1.73E-04,0.0033801,1.70E-05,0,0,1.00E-06,0,0,8.20E-06,0,0,0,0,0.008817
136,138,4.26E-04,5.06E-05,0.0047988,0,1.73E-04,0.0033801,1.23E-05,0,0,1.00E-06,0,0,5.40E-06,0,0,0,0,0.0057987
136,137,4.49E-04,4.43E-05,0.0047138,0,1.73E-04,0.0033801,1.21E-05,0,0,9.00E-07,0,0,5.00E-06,0,0,0,0,0.0058019
136,142,4.11E-04,3.79E-05,0.0068301,0,1.73E-04,0.0033801,1.68E-05,0,0,8.00E-07,0,0,4.30E-06,0,0,0,0,0.0078701
136,147,6.11E-04,4.98E-05,0.0070451,0,1.73E-04,0.0033801,1.73E-05,0,0,1.00E-06,0,0,5.40E-06,0,0,0,0,0.0084316
136,138,4.08E-04,4.42E-05,0.0044731,0,1.73E-04,0.0033801,9.40E-06,0,0,2.00E-07,0,0,5.00E-06,0,0,0,0,0.0054378
136,129,4.41E-04,3.75E-05,0.0041635,0,1.73E-04,0.0033801,1.00E-05,0,0,2.00E-07,0,0,4.90E-06,0,0,0,0,0.0051159
136,117,2.92E-04,2.67E-05,0.0041961,0,1.73E-04,0.0033801,1.14E-05,0,0,4.00E-07,0,0,3.60E-06,0,0,0,0,0.0050114
136,127,5.40E-04,5.13E-05,0.0066734,0,1.73E-04,0.0033801,1.48E-05,0,0,6.00E-07,0,0,6.00E-06,0,0,0,0,0.007995
136,131,5.80E-04,4.45E-05,0.0074127,0,1.73E-04,0.0033801,1.76E-05,0,0,1.70E-06,0,0,6.20E-06,0,0,0,0,0.008835
136,131,6.41E-04,8.35E-05,0.0065413,0,1.73E-04,0.0033801,1.14E-05,0,0,0,0,0,6.20E-06,0,0,0,0,0.0079723
136,128,5.60E-04,4.65E-05,0.006348,0,1.73E-04,0.0033801,1.42E-05,0,0,7.00E-07,0,0,6.10E-06,0,0,0,0,0.0075924
136,141,7.42E-04,4.92E-05,0.0077701,0,1.73E-04,0.0033801,1.59E-05,0,0,3.00E-07,0,0,6.10E-06,0,0,0,0,0.0094022
136,135,4.66E-04,5.05E-05,0.0050327,0,1.73E-04,0.0033801,9.90E-06,0,0,3.00E-07,0,0,5.30E-06,0,0,0,0,0.0060911
136,137,5.54E-04,4.40E-05,0.0082326,0,1.73E-04,0.0033801,1.53E-05,0,0,5.00E-07,0,0,6.00E-06,0,0,0,0,0.0095808
136,137,5.97E-04,4.93E-05,0.0077928,0,1.73E-04,0.0033801,1.53E-05,0,0,3.00E-07,0,0,6.30E-06,0,0,0,0,0.0092903
136,129,5.81E-04,4.84E-05,0.0054218,0,1.73E-04,0.0033801,1.09E-05,0,0,4.00E-07,0,0,6.50E-06,0,0,0,0,0.0068792
136,134,5.59E-04,4.55E-05,0.0079406,0,1.73E-04,0.0033801,1.60E-05,0,0,5.00E-07,0,0,5.90E-06,0,0,0,0,0.0092969
136,141,6.04E-04,4.70E-05,0.0077997,0,1.73E-04,0.0033801,1.63E-05,0,0,4.00E-07,0,0,6.70E-06,0,0,0,0,0.009288
136,137,5.92E-04,8.56E-05,0.0061489,0,1.73E-04,0.0033801,1.13E-05,0,0,4.00E-07,0,0,6.10E-06,0,0,0,0,0.0076298
136,142,5.74E-04,4.74E-05,0.0072135,0,1.73E-04,0.0033801,1.59E-05,0,0,5.00E-07,0,0,6.00E-06,0,0,0,0,0.0085142
136,139,5.51E-04,4.71E-05,0.0058216,0,1.73E-04,0.0033801,6.50E-06,0,0,2.00E-07,0,0,5.90E-06,0,0,0,0,0.0070407
136,134,2.58E-04,2.39E-05,0.0033911,0,1.73E-04,0.0033801,7.90E-06,0,0,4.00E-07,0,0,3.00E-06,0,0,0,0,0.0040231
